"R{""p_coumaric_acid_produced""}=? [ I=T ]"
T, Result
57600, 677.06
61200, 719.76
64800, 763.06
68400, 805.92
72000, 849.07
75600, 891.85
79200, 934.2
82800, 976.29
86400, 1019.7
90000, 1062.38
93600, 1103.77
97200, 1146.6
100800, 1189.61
104400, 1232.41
108000, 1275.31
111600, 1317.86
115200, 1360.37
118800, 1403.53
122400, 1446.03
126000, 1488.47
129600, 1531.28
133200, 1574.16
136800, 1617.15
140400, 1659.78
144000, 1702.14
147600, 1745.25
151200, 1787.65
154800, 1831.3
158400, 1873.86
162000, 1915.75
165600, 1959.05
169200, 2001.28
172800, 2044.02
